4310,17675.6000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_TRANSACTION_ID,ACTIVITY_DATE,ACTIVITY_ID,ACTIVITY_TYPE,PARENT_MO_ACTIVITY_ID,PARENT_MS_ACTIVITY_ID,TAX_AMOUNT,GROSS_AMOUNT,CURRENCY,PRODUCT_ID,PRODUCT_NAME,AUTHORIZATION_ID,REFUND_AMOUNT,REFUND_REASON,REFUND_COMMENT,TAX_CITY_NAME,TAX_CITY_TAX,TAX_CITY_TAX_RATE,TAX_CITY_TAX_TYPE,TAX_COUNTY_CODE,TAX_COUNTY_NAME,TAX_COUNTY_TAX,TAX_COUNTY_TAX_RATE,TAX_COUNTY_TAX_TYPE,TAX_STATE_NAME,TAX_STATE_TAX,TAX_STATE_TAX_RATE,TAX_STATE_TAX_TYPE,TAX_COUNTRY_NAME,TAX_COUNTRY_TAX,TAX_COUNTRY_TAX_RATE,TAX_COUNTRY_TAX_TYPE,TAX_CATEGORY,TAX_ZIP,ACCEPTANCE_DATE,REMITTANCE_AMOUNT,REMITTANCE_REVSHARE_AMOUNT,REMITTANCE_REVSHARE_RULE,MS_TAX_AMOUNT
B8CF3B13-ACE6-43EA-A2B3-710D7021D41C,4/4/2015 10:17:38 AM,4/4/2015 10:17:38 AM,1,,,0.1700,0.9900,EUR,,<10x Gold Bars package><king.com>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,0.6600,0.1600,8,0
074191E3-BA2A-42A8-98EF-297750E6B6DB,4/4/2015 4:50:51 PM,4/4/2015 4:50:51 PM,1,,,0.8300,4.9900,EUR,,<M?nztasche><FunPlus Interactive>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,3.3300,0.8300,8,0
AC595314-AE98-43CA-ACA9-2B8B27E3ACE9,4/5/2015 10:35:44 AM,4/5/2015 10:35:44 AM,1,,,0.1700,0.9900,EUR,,<Aktivieren Wetter und entfernen Werbung. ><DNV Solutions>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,0.6600,0.1600,15,0
B92B6A6D-5651-4B6D-84AF-3E117C8D85A5,4/4/2015 6:40:14 PM,4/4/2015 6:40:14 PM,1,,,0.2500,1.4900,EUR,,<PhotoCasa><LappdevV>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,0.9900,0.2500,15,0
BB45B17C-AAC6-4DED-9D5B-AA62B99611EA,4/6/2015 7:26:55 PM,4/6/2015 7:26:55 PM,1,,,0.3300,1.9900,EUR,,<Bundle of 1000 mana><JoyBits Ltd>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,1.3300,0.3300,8,0
8770AC97-1EC5-40BF-92F0-45E73A15275E,4/6/2015 7:21:46 PM,4/6/2015 7:21:46 PM,1,,,0.7500,4.4900,EUR,,<50x Gold Bars package><king.com>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,2.9900,0.7500,8,0
FC71F96B-55EB-485F-B84F-AC2899C376AA,4/1/2015 10:02:57 AM,4/1/2015 10:02:57 AM,1,,,0.5000,2.9900,EUR,,<Quizduell Premium><FEO Media>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,1.9900,0.5000,8,0
89287DFE-C262-47F2-AD61-C5CEAA5358EE,4/3/2015 2:39:33 PM,4/3/2015 2:39:33 PM,1,,,0.1700,0.9900,EUR,,<10x Gold Bars package><king.com>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,0.6600,0.1600,8,0
27B0C534-EFC5-4F5D-9EE3-72E8DD575960,4/4/2015 9:14:20 AM,4/4/2015 9:14:20 AM,1,,,0.3300,1.9900,EUR,,<Mittleres Pack Sanduhren><Disney>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,1.3300,0.3300,8,0
F703FD84-4ADB-438D-A155-182D3A348D0F,4/2/2015 10:02:21 PM,4/2/2015 10:02:21 PM,1,,,0.3300,1.9900,EUR,,<Chimpact 2 Family Tree><505 Games>,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015 2:44:56 AM,1.3300,0.3300,8,0
